rainfall,year,month,country
376.816,1998,8,KHM
366.173,1998,9,KHM
155.31,1998,10,KHM
218.116,1998,11,KHM
39.9224,1998,12,KHM
19.0947,1999,1,KHM
14.6263,1999,2,KHM
91.4113,1999,3,KHM
121.152,1999,4,KHM
228.894,1999,5,KHM
314.527,1999,6,KHM
265.316,1999,7,KHM
230.574,1999,8,KHM
223.778,1999,9,KHM
296.856,1999,10,KHM
219.7,1999,11,KHM
33.0059,1999,12,KHM
21.7458,2000,1,KHM
30.2005,2000,2,KHM
26.8934,2000,3,KHM
173.315,2000,4,KHM
248.694,2000,5,KHM
323.279,2000,6,KHM
397.263,2000,7,KHM
364.307,2000,8,KHM
217.957,2000,9,KHM
288.094,2000,10,KHM
25.5815,2000,11,KHM
14.2693,2000,12,KHM
25.1803,2001,1,KHM
9.05987,2001,2,KHM
121.5,2001,3,KHM
50.6575,2001,4,KHM
198.21,2001,5,KHM
205.116,2001,6,KHM
339.796,2001,7,KHM
289.834,2001,8,KHM
263.092,2001,9,KHM
306.872,2001,10,KHM
188.574,2001,11,KHM
23.5964,2001,12,KHM
1.04238,2002,1,KHM
14.4044,2002,2,KHM
47.1992,2002,3,KHM
82.6656,2002,4,KHM
154.575,2002,5,KHM
253.304,2002,6,KHM
346.275,2002,7,KHM
291.423,2002,8,KHM
320.317,2002,9,KHM
153.734,2002,10,KHM
85.39,2002,11,KHM
146.187,2002,12,KHM
0.36385,2003,1,KHM
30.0168,2003,2,KHM
57.368,2003,3,KHM
81.5209,2003,4,KHM
167.593,2003,5,KHM
218.721,2003,6,KHM
215.201,2003,7,KHM
411.858,2003,8,KHM
384.712,2003,9,KHM
178.285,2003,10,KHM
4.10998,2003,11,KHM
0.79894,2003,12,KHM
35.0779,2004,1,KHM
33.8647,2004,2,KHM
24.7111,2004,3,KHM
58.8205,2004,4,KHM
134.68,2004,5,KHM
335.476,2004,6,KHM
481.648,2004,7,KHM
238.928,2004,8,KHM
209.086,2004,9,KHM
102.784,2004,10,KHM
33.3069,2004,11,KHM
0.78852,2004,12,KHM
10.429,2005,1,KHM
4.36638,2005,2,KHM
32.6854,2005,3,KHM
72.9667,2005,4,KHM
125.038,2005,5,KHM
227.335,2005,6,KHM
246.193,2005,7,KHM
294.088,2005,8,KHM
356.3,2005,9,KHM
109.524,2005,10,KHM
201.845,2005,11,KHM
81.3024,2005,12,KHM
6.53685,2006,1,KHM
25.9761,2006,2,KHM
59.3708,2006,3,KHM
128.136,2006,4,KHM
139.802,2006,5,KHM
220.438,2006,6,KHM
338.736,2006,7,KHM
296.164,2006,8,KHM
292.202,2006,9,KHM
476.593,2006,10,KHM
86.4846,2006,11,KHM
1.529,2006,12,KHM
11.7444,2007,1,KHM
18.6253,2007,2,KHM
52.2909,2007,3,KHM
106.776,2007,4,KHM
232.817,2007,5,KHM
573.999,2007,6,KHM
242.902,2007,7,KHM
337.832,2007,8,KHM
318.266,2007,9,KHM
464.145,2007,10,KHM
92.8571,2007,11,KHM
2.40265,2007,12,KHM
8.87846,2008,1,KHM
19.2953,2008,2,KHM
49.7434,2008,3,KHM
102.256,2008,4,KHM
197.201,2008,5,KHM
219.801,2008,6,KHM
181.309,2008,7,KHM
243.212,2008,8,KHM
319.766,2008,9,KHM
216.084,2008,10,KHM
168.609,2008,11,KHM
9.50164,2008,12,KHM
0.3323,2009,1,KHM
10.9176,2009,2,KHM
75.297,2009,3,KHM
161.024,2009,4,KHM
179.413,2009,5,KHM
217.604,2009,6,KHM
267.585,2009,7,KHM
248.988,2009,8,KHM
402.96,2009,9,KHM
215.878,2009,10,KHM
54.9575,2009,11,KHM
54.729,2009,12,KHM
32.9172,2010,1,KHM
21.6229,2010,2,KHM
38.9463,2010,3,KHM
65.8234,2010,4,KHM
119.665,2010,5,KHM
208.531,2010,6,KHM
205.298,2010,7,KHM
440.474,2010,8,KHM
229.445,2010,9,KHM
319.777,2010,10,KHM
27.9468,2010,11,KHM
19.4955,2010,12,KHM
0.74116,2011,1,KHM
9.26548,2011,2,KHM
43.0946,2011,3,KHM
123.371,2011,4,KHM
209.843,2011,5,KHM
254.567,2011,6,KHM
299.671,2011,7,KHM
349.744,2011,8,KHM
442.67,2011,9,KHM
436.272,2011,10,KHM
80.0169,2011,11,KHM
3.50534,2011,12,KHM
36.9671,2012,1,KHM
13.6481,2012,2,KHM
38.495,2012,3,KHM
70.8249,2012,4,KHM
212.686,2012,5,KHM
161.799,2012,6,KHM
243.736,2012,7,KHM
198.998,2012,8,KHM
401.795,2012,9,KHM
197.553,2012,10,KHM
419.256,2012,11,KHM
7.03801,2012,12,KHM
31.996,2013,1,KHM
15.261,2013,2,KHM
28.7844,2013,3,KHM
93.337,2013,4,KHM
63.2246,2013,5,KHM
264.356,2013,6,KHM
344.333,2013,7,KHM
301.004,2013,8,KHM
383.824,2013,9,KHM
373.33,2013,10,KHM
118.103,2013,11,KHM
96.9454,2013,12,KHM
1.77673,2014,1,KHM
9.63677,2014,2,KHM
80.513,2014,3,KHM
82.9299,2014,4,KHM
96.5382,2014,5,KHM
300.186,2014,6,KHM
357.322,2014,7,KHM
354.539,2014,8,KHM
295.079,2014,9,KHM
185.44,2014,10,KHM
90.9582,2014,11,KHM
25.8035,2014,12,KHM
8.06843,2015,1,KHM
18.6778,2015,2,KHM
30.7612,2015,3,KHM
43.5119,2015,4,KHM
93.9639,2015,5,KHM
232.231,2015,6,KHM
256.504,2015,7,KHM
261.349,2015,8,KHM
311.669,2015,9,KHM
215.695,2015,10,KHM
80.0102,2015,11,KHM
27.9783,2015,12,KHM
22.7249,2016,1,KHM
1.71023,2016,2,KHM
20.2079,2016,3,KHM
26.7974,2016,4,KHM
111.55,2016,5,KHM
188.932,2016,6,KHM
260.258,2016,7,KHM
189.914,2016,8,KHM
491.509,2016,9,KHM
180.497,2016,10,KHM
203.077,2016,11,KHM
56.092,2016,12,KHM
7.08019,1991,1,CMR
33.4133,1991,2,CMR
63.2285,1991,3,CMR
177.92,1991,4,CMR
225.791,1991,5,CMR
144.754,1991,6,CMR
176.697,1991,7,CMR
244.883,1991,8,CMR
181.094,1991,9,CMR
207.078,1991,10,CMR
58.0607,1991,11,CMR
9.72314,1991,12,CMR
11.0021,1992,1,CMR
3.76235,1992,2,CMR
97.9582,1992,3,CMR
113.45,1992,4,CMR
179.863,1992,5,CMR
179.921,1992,6,CMR
204.1,1992,7,CMR
189.396,1992,8,CMR
258.372,1992,9,CMR
219.859,1992,10,CMR
70.2372,1992,11,CMR
11.4723,1992,12,CMR
13.4518,1993,1,CMR
16.1844,1993,2,CMR
88.0153,1993,3,CMR
142.308,1993,4,CMR
168.819,1993,5,CMR
177.356,1993,6,CMR
204.283,1993,7,CMR
288.718,1993,8,CMR
218.66,1993,9,CMR
182.246,1993,10,CMR
97.6049,1993,11,CMR
27.2738,1993,12,CMR
23.8818,1994,1,CMR
15.0646,1994,2,CMR
64.6472,1994,3,CMR
144.755,1994,4,CMR
176.459,1994,5,CMR
166.574,1994,6,CMR
169.201,1994,7,CMR
230.12,1994,8,CMR
309.582,1994,9,CMR
205.627,1994,10,CMR
59.1609,1994,11,CMR
9.32795,1994,12,CMR
4.20601,1995,1,CMR
22.1396,1995,2,CMR
101.359,1995,3,CMR
115.132,1995,4,CMR
170.586,1995,5,CMR
158.194,1995,6,CMR
170.584,1995,7,CMR
253.163,1995,8,CMR
221.98,1995,9,CMR
235.194,1995,10,CMR
62.458,1995,11,CMR
10.8238,1995,12,CMR
18.3393,1996,1,CMR
29.1255,1996,2,CMR
129.124,1996,3,CMR
146.617,1996,4,CMR
185.951,1996,5,CMR
181.88,1996,6,CMR
159.51,1996,7,CMR
226.729,1996,8,CMR
251.583,1996,9,CMR
270.98,1996,10,CMR
25.4867,1996,11,CMR
11.5363,1996,12,CMR
12.3969,1997,1,CMR
6.15358,1997,2,CMR
70.0036,1997,3,CMR
176.003,1997,4,CMR
190.874,1997,5,CMR
195.163,1997,6,CMR
158.209,1997,7,CMR
246.991,1997,8,CMR
240.165,1997,9,CMR
259.365,1997,10,CMR
112.404,1997,11,CMR
28.0589,1997,12,CMR
13.1511,1998,1,CMR
12.9163,1998,2,CMR
34.1552,1998,3,CMR
140.347,1998,4,CMR
146.376,1998,5,CMR
173.076,1998,6,CMR
172.295,1998,7,CMR
236.993,1998,8,CMR
298.831,1998,9,CMR
208.197,1998,10,CMR
80.9582,1998,11,CMR
27.7009,1998,12,CMR
26.9531,1999,1,CMR
51.2676,1999,2,CMR
53.071,1999,3,CMR
107.414,1999,4,CMR
141.242,1999,5,CMR
170.16,1999,6,CMR
179.176,1999,7,CMR
269.348,1999,8,CMR
263.041,1999,9,CMR
301.878,1999,10,CMR
78.325,1999,11,CMR
9.85514,1999,12,CMR
20.2488,2000,1,CMR
9.60932,2000,2,CMR
76.7868,2000,3,CMR
123.417,2000,4,CMR
124.344,2000,5,CMR
184.856,2000,6,CMR
197.957,2000,7,CMR
247.603,2000,8,CMR
247.186,2000,9,CMR
258.669,2000,10,CMR
69.0037,2000,11,CMR
18.8713,2000,12,CMR
3.83618,2001,1,CMR
12.7252,2001,2,CMR
86.3511,2001,3,CMR
141.882,2001,4,CMR
193.779,2001,5,CMR
191.031,2001,6,CMR
262.493,2001,7,CMR
102.439,2001,8,CMR
287.608,2001,9,CMR
359.195,2001,10,CMR
73.4719,2001,11,CMR
16.584,2001,12,CMR
3.52328,2002,1,CMR
52.5297,2002,2,CMR
100.442,2002,3,CMR
153.211,2002,4,CMR
165.716,2002,5,CMR
134.594,2002,6,CMR
197.623,2002,7,CMR
255.971,2002,8,CMR
309.509,2002,9,CMR
225.483,2002,10,CMR
65.5599,2002,11,CMR
16.1489,2002,12,CMR
25.1928,2003,1,CMR
22.9115,2003,2,CMR
92.9235,2003,3,CMR
144.326,2003,4,CMR
136.207,2003,5,CMR
204.393,2003,6,CMR
217.393,2003,7,CMR
223.789,2003,8,CMR
337.751,2003,9,CMR
158.298,2003,10,CMR
61.4725,2003,11,CMR
12.6937,2003,12,CMR
16.3925,2004,1,CMR
21.592,2004,2,CMR
52.3615,2004,3,CMR
105.148,2004,4,CMR
182.193,2004,5,CMR
158.059,2004,6,CMR
216.61,2004,7,CMR
264.792,2004,8,CMR
227.379,2004,9,CMR
178.199,2004,10,CMR
99.6661,2004,11,CMR
20.8381,2004,12,CMR
8.85288,2005,1,CMR
37.2936,2005,2,CMR
78.1645,2005,3,CMR
121.572,2005,4,CMR
161.391,2005,5,CMR
154.147,2005,6,CMR
96.6822,2005,7,CMR
206.548,2005,8,CMR
274.631,2005,9,CMR
205.965,2005,10,CMR
61.509,2005,11,CMR
27.0063,2005,12,CMR
23.1109,2006,1,CMR
45.3984,2006,2,CMR
93.2498,2006,3,CMR
73.6372,2006,4,CMR
154.239,2006,5,CMR
199.381,2006,6,CMR
157.789,2006,7,CMR
221.669,2006,8,CMR
332.962,2006,9,CMR
221.274,2006,10,CMR
63.9537,2006,11,CMR
14.4204,2006,12,CMR
15.1157,2007,1,CMR
30.517,2007,2,CMR
45.8659,2007,3,CMR
134.04,2007,4,CMR
215.969,2007,5,CMR
265.762,2007,6,CMR
187.731,2007,7,CMR
237.954,2007,8,CMR
387.325,2007,9,CMR
203.247,2007,10,CMR
66.0655,2007,11,CMR
42.9536,2007,12,CMR
21.566,2008,1,CMR
12.693,2008,2,CMR
75.9859,2008,3,CMR
111.514,2008,4,CMR
140.075,2008,5,CMR
135.678,2008,6,CMR
197.151,2008,7,CMR
295.354,2008,8,CMR
263.876,2008,9,CMR
246.404,2008,10,CMR
48.8108,2008,11,CMR
29.9781,2008,12,CMR
19.9607,2009,1,CMR
42.2133,2009,2,CMR
80.4455,2009,3,CMR
112.948,2009,4,CMR
202.844,2009,5,CMR
150.935,2009,6,CMR
119.012,2009,7,CMR
229.028,2009,8,CMR
180.469,2009,9,CMR
220.374,2009,10,CMR
71.8723,2009,11,CMR
9.04649,2009,12,CMR
25.3411,2010,1,CMR
32.8038,2010,2,CMR
83.6033,2010,3,CMR
97.7551,2010,4,CMR
132.11,2010,5,CMR
198.358,2010,6,CMR
274.181,2010,7,CMR
144.189,2010,8,CMR
220.357,2010,9,CMR
266.536,2010,10,CMR
85.8056,2010,11,CMR
15.1393,2010,12,CMR
16.6736,2011,1,CMR
35.5133,2011,2,CMR
67.2426,2011,3,CMR
116.813,2011,4,CMR
99.7749,2011,5,CMR
116.394,2011,6,CMR
114.154,2011,7,CMR
247.713,2011,8,CMR
289.006,2011,9,CMR
203.875,2011,10,CMR
60.6667,2011,11,CMR
10.0767,2011,12,CMR
14.4791,2012,1,CMR
44.9917,2012,2,CMR
76.616,2012,3,CMR
79.3503,2012,4,CMR
195.348,2012,5,CMR
209.215,2012,6,CMR
102.318,2012,7,CMR
210.46,2012,8,CMR
268.747,2012,9,CMR
280.142,2012,10,CMR
95.6526,2012,11,CMR
31.7431,2012,12,CMR
18.7876,2013,1,CMR
26.7268,2013,2,CMR
179.105,2013,3,CMR
97.2063,2013,4,CMR
165.714,2013,5,CMR
124.482,2013,6,CMR
107.971,2013,7,CMR
219.646,2013,8,CMR
221.107,2013,9,CMR
260.738,2013,10,CMR
61.5038,2013,11,CMR
29.7397,2013,12,CMR
9.60684,2014,1,CMR
18.4905,2014,2,CMR
94.8383,2014,3,CMR
174.481,2014,4,CMR
166.833,2014,5,CMR
164.403,2014,6,CMR
105.751,2014,7,CMR
229.56,2014,8,CMR
280.975,2014,9,CMR
179.161,2014,10,CMR
69.1419,2014,11,CMR
19.1408,2014,12,CMR
5.81616,2015,1,CMR
34.1271,2015,2,CMR
67.8339,2015,3,CMR
101.027,2015,4,CMR
146.841,2015,5,CMR
165.898,2015,6,CMR
141.234,2015,7,CMR
210.69,2015,8,CMR
194.622,2015,9,CMR
222.07,2015,10,CMR
54.4497,2015,11,CMR
4.47643,2015,12,CMR
4.08503,2016,1,CMR
12.0036,2016,2,CMR
94.2058,2016,3,CMR
147.855,2016,4,CMR
225.171,2016,5,CMR
252.715,2016,6,CMR
155.035,2016,7,CMR
323.404,2016,8,CMR
234.154,2016,9,CMR
171.939,2016,10,CMR
66.7794,2016,11,CMR
27.9088,2016,12,CMR
0.24123,1991,1,TCD
1.28211,1991,2,TCD
1.59822,1991,3,TCD
13.2046,1991,4,TCD
45.1983,1991,5,TCD
32.0482,1991,6,TCD
80.2064,1991,7,TCD
119.003,1991,8,TCD
27.329,1991,9,TCD
12.3842,1991,10,TCD
0.09799,1991,11,TCD
0.13508,1991,12,TCD
0.24064,1992,1,TCD
1.22412,1992,2,TCD
2.44779,1992,3,TCD
5.87359,1992,4,TCD
18.6647,1992,5,TCD
28.4415,1992,6,TCD
81.5713,1992,7,TCD
109.276,1992,8,TCD
52.0288,1992,9,TCD
11.9936,1992,10,TCD
0.71852,1992,11,TCD
0.13509,1992,12,TCD
0.2424,1993,1,TCD
1.22233,1993,2,TCD
1.21156,1993,3,TCD
11.1849,1993,4,TCD
28.7673,1993,5,TCD
26.0284,1993,6,TCD
63.3609,1993,7,TCD
77.2568,1993,8,TCD
39.047,1993,9,TCD
13.4286,1993,10,TCD
0.22949,1993,11,TCD
0.13868,1993,12,TCD
0.24134,1994,1,TCD
1.23079,1994,2,TCD
1.221,1994,3,TCD
8.69875,1994,4,TCD
12.8279,1994,5,TCD
30.7413,1994,6,TCD
79.7572,1994,7,TCD
160.45,1994,8,TCD
83.8621,1994,9,TCD
19.544,1994,10,TCD
0.64267,1994,11,TCD
0.13541,1994,12,TCD
0.24099,1995,1,TCD
1.22376,1995,2,TCD
3.47798,1995,3,TCD
9.32807,1995,4,TCD
17.525,1995,5,TCD
32.4897,1995,6,TCD
77.6639,1995,7,TCD
109.054,1995,8,TCD
58.346,1995,9,TCD
18.6185,1995,10,TCD
0.50362,1995,11,TCD
0.13639,1995,12,TCD
0.24138,1996,1,TCD
1.25682,1996,2,TCD
2.49899,1996,3,TCD
10.9237,1996,4,TCD
26.0803,1996,5,TCD
40.7641,1996,6,TCD
56.4598,1996,7,TCD
96.2163,1996,8,TCD
55.9594,1996,9,TCD
15.8104,1996,10,TCD
0.0617,1996,11,TCD
0.13508,1996,12,TCD
0.24147,1997,1,TCD
1.22423,1997,2,TCD
2.34189,1997,3,TCD
13.2939,1997,4,TCD
17.0232,1997,5,TCD
39.4542,1997,6,TCD
77.7155,1997,7,TCD
97.6501,1997,8,TCD
45.4032,1997,9,TCD
17.0229,1997,10,TCD
1.06837,1997,11,TCD
0.13525,1997,12,TCD
0.24263,1998,1,TCD
1.22467,1998,2,TCD
0.9518,1998,3,TCD
6.32072,1998,4,TCD
16.0579,1998,5,TCD
29.2101,1998,6,TCD
82.494,1998,7,TCD
119.228,1998,8,TCD
78.7212,1998,9,TCD
19.6144,1998,10,TCD
0.61067,1998,11,TCD
0.13547,1998,12,TCD
0.24214,1999,1,TCD
1.52202,1999,2,TCD
1.38823,1999,3,TCD
2.60256,1999,4,TCD
8.06004,1999,5,TCD
18.8951,1999,6,TCD
58.4128,1999,7,TCD
120.397,1999,8,TCD
94.7544,1999,9,TCD
42.533,1999,10,TCD
0.20884,1999,11,TCD
0.13945,1999,12,TCD
0.24628,2000,1,TCD
1.23493,2000,2,TCD
1.6854,2000,3,TCD
3.86051,2000,4,TCD
7.69378,2000,5,TCD
16.749,2000,6,TCD
45.1246,2000,7,TCD
104.06,2000,8,TCD
76.7279,2000,9,TCD
37.2247,2000,10,TCD
1.21443,2000,11,TCD
0.141,2000,12,TCD
0.24134,2001,1,TCD
1.38928,2001,2,TCD
1.78288,2001,3,TCD
4.5329,2001,4,TCD
8.75562,2001,5,TCD
13.1901,2001,6,TCD
47.0378,2001,7,TCD
84.6634,2001,8,TCD
96.7402,2001,9,TCD
44.108,2001,10,TCD
2.58642,2001,11,TCD
0.141,2001,12,TCD
0.24263,2002,1,TCD
1.42891,2002,2,TCD
1.8172,2002,3,TCD
3.95327,2002,4,TCD
7.79575,2002,5,TCD
8.14654,2002,6,TCD
39.7235,2002,7,TCD
81.2636,2002,8,TCD
77.1698,2002,9,TCD
39.5568,2002,10,TCD
0.25221,2002,11,TCD
0.141,2002,12,TCD
0.24188,2003,1,TCD
1.38928,2003,2,TCD
3.39382,2003,3,TCD
8.68145,2003,4,TCD
10.8843,2003,5,TCD
22.8167,2003,6,TCD
53.8876,2003,7,TCD
100.252,2003,8,TCD
83.6333,2003,9,TCD
32.8597,2003,10,TCD
0.49969,2003,11,TCD
0.14101,2003,12,TCD
0.24263,2004,1,TCD
1.37191,2004,2,TCD
1.58027,2004,3,TCD
8.07044,2004,4,TCD
35.9114,2004,5,TCD
34.0252,2004,6,TCD
92.6586,2004,7,TCD
125.367,2004,8,TCD
32.4659,2004,9,TCD
13.6168,2004,10,TCD
0.5329,2004,11,TCD
0.13964,2004,12,TCD
0.24263,2005,1,TCD
1.45465,2005,2,TCD
1.62353,2005,3,TCD
4.94441,2005,4,TCD
35.7228,2005,5,TCD
41.7722,2005,6,TCD
105.444,2005,7,TCD
128.883,2005,8,TCD
57.9948,2005,9,TCD
8.9679,2005,10,TCD
0.37044,2005,11,TCD
0.14254,2005,12,TCD
0.24263,2006,1,TCD
1.5284,2006,2,TCD
1.76318,2006,3,TCD
2.58287,2006,4,TCD
29.4004,2006,5,TCD
42.77,2006,6,TCD
66.6459,2006,7,TCD
168.133,2006,8,TCD
56.3551,2006,9,TCD
13.8292,2006,10,TCD
0.42149,2006,11,TCD
0.141,2006,12,TCD
0.24367,2007,1,TCD
1.40066,2007,2,TCD
1.74177,2007,3,TCD
6.10724,2007,4,TCD
14.1062,2007,5,TCD
49.467,2007,6,TCD
110.584,2007,7,TCD
150.864,2007,8,TCD
51.0964,2007,9,TCD
12.7802,2007,10,TCD
0.5329,2007,11,TCD
0.13966,2007,12,TCD
0.24263,2008,1,TCD
1.36689,2008,2,TCD
1.89206,2008,3,TCD
11.8134,2008,4,TCD
20.0326,2008,5,TCD
29.0171,2008,6,TCD
93.4617,2008,7,TCD
140.154,2008,8,TCD
57.9736,2008,9,TCD
10.5537,2008,10,TCD
0.33498,2008,11,TCD
0.14062,2008,12,TCD
0.24263,2009,1,TCD
1.38945,2009,2,TCD
1.68963,2009,3,TCD
7.44182,2009,4,TCD
17.5877,2009,5,TCD
26.1928,2009,6,TCD
92.3351,2009,7,TCD
109.975,2009,8,TCD
38.6792,2009,9,TCD
16.6862,2009,10,TCD
0.86492,2009,11,TCD
0.14102,2009,12,TCD
0.24598,2010,1,TCD
1.40541,2010,2,TCD
1.99657,2010,3,TCD
4.58398,2010,4,TCD
11.7634,2010,5,TCD
47.5952,2010,6,TCD
112.33,2010,7,TCD
107.815,2010,8,TCD
81.731,2010,9,TCD
24.8682,2010,10,TCD
0.44519,2010,11,TCD
0.141,2010,12,TCD
0.24263,2011,1,TCD
1.28304,2011,2,TCD
1.76383,2011,3,TCD
4.35461,2011,4,TCD
27.3111,2011,5,TCD
33.121,2011,6,TCD
55.8945,2011,7,TCD
137.062,2011,8,TCD
78.3818,2011,9,TCD
7.67489,2011,10,TCD
0.37315,2011,11,TCD
0.141,2011,12,TCD
0.24323,2012,1,TCD
1.39597,2012,2,TCD
1.76383,2012,3,TCD
4.16512,2012,4,TCD
30.7302,2012,5,TCD
43.6933,2012,6,TCD
127.517,2012,7,TCD
150.279,2012,8,TCD
68.9602,2012,9,TCD
16.7126,2012,10,TCD
0.37315,2012,11,TCD
0.141,2012,12,TCD
0.24323,2013,1,TCD
1.4229,2013,2,TCD
3.25014,2013,3,TCD
6.06284,2013,4,TCD
19.4743,2013,5,TCD
49.8932,2013,6,TCD
67.9868,2013,7,TCD
130.297,2013,8,TCD
44.9185,2013,9,TCD
12.1066,2013,10,TCD
0.37315,2013,11,TCD
0.14032,2013,12,TCD
0.24323,2014,1,TCD
1.38005,2014,2,TCD
1.62089,2014,3,TCD
6.01483,2014,4,TCD
29.0108,2014,5,TCD
37.4491,2014,6,TCD
54.7,2014,7,TCD
144.882,2014,8,TCD
68.2615,2014,9,TCD
13.3143,2014,10,TCD
1.75746,2014,11,TCD
0.1393,2014,12,TCD
0.24182,2015,1,TCD
1.39932,2015,2,TCD
1.76383,2015,3,TCD
5.35408,2015,4,TCD
12.9061,2015,5,TCD
23.9676,2015,6,TCD
105.882,2015,7,TCD
147.357,2015,8,TCD
65.4572,2015,9,TCD
19.8247,2015,10,TCD
0.1313,2015,11,TCD
0.1405,2015,12,TCD
0.24323,2016,1,TCD
1.2437,2016,2,TCD
1.27871,2016,3,TCD
10.9067,2016,4,TCD
35.3078,2016,5,TCD
56.309,2016,6,TCD
99.401,2016,7,TCD
102.811,2016,8,TCD
48.8191,2016,9,TCD
10.0783,2016,10,TCD
0.20029,2016,11,TCD
0.14744,2016,12,TCD
66.1624,1991,1,COL
77.9094,1991,2,COL
235.818,1991,3,COL
211.369,1991,4,COL
240.932,1991,5,COL
221.44,1991,6,COL
261.835,1991,7,COL
200.587,1991,8,COL
198.664,1991,9,COL
149.355,1991,10,COL
183.212,1991,11,COL
110.81,1991,12,COL
62.2706,1992,1,COL
83.7436,1992,2,COL
108.5,1992,3,COL
202.089,1992,4,COL
217.529,1992,5,COL
194.595,1992,6,COL
249.382,1992,7,COL
217.829,1992,8,COL
231.187,1992,9,COL
126.71,1992,10,COL
197.326,1992,11,COL
148.429,1992,12,COL
133.991,1993,1,COL
121.207,1993,2,COL
196.087,1993,3,COL
248.34,1993,4,COL
312.04,1993,5,COL
180.076,1993,6,COL
314.694,1993,7,COL
220.016,1993,8,COL
277.103,1993,9,COL
208.869,1993,10,COL
287.299,1993,11,COL
134.203,1993,12,COL
137.891,1994,1,COL
129.797,1994,2,COL
212.404,1994,3,COL
211.245,1994,4,COL
282.009,1994,5,COL
223.708,1994,6,COL
277.94,1994,7,COL
206.989,1994,8,COL
246.923,1994,9,COL
299.697,1994,10,COL
275.502,1994,11,COL
110.825,1994,12,COL
103.374,1995,1,COL
64.9245,1995,2,COL
184.072,1995,3,COL
277.15,1995,4,COL
287.344,1995,5,COL
334.316,1995,6,COL
326.101,1995,7,COL
278.783,1995,8,COL
240.152,1995,9,COL
242.656,1995,10,COL
218.893,1995,11,COL
184.878,1995,12,COL
119.371,1996,1,COL
185.263,1996,2,COL
211.493,1996,3,COL
217.466,1996,4,COL
380.821,1996,5,COL
305.749,1996,6,COL
302.309,1996,7,COL
263.829,1996,8,COL
201.585,1996,9,COL
275.288,1996,10,COL
236.967,1996,11,COL
151.647,1996,12,COL
169.586,1997,1,COL
140.039,1997,2,COL
151.485,1997,3,COL
220.96,1997,4,COL
262.435,1997,5,COL
336.662,1997,6,COL
213.125,1997,7,COL
163.5,1997,8,COL
179.971,1997,9,COL
141.999,1997,10,COL
207.654,1997,11,COL
110.716,1997,12,COL
66.3413,1998,1,COL
115.818,1998,2,COL
186.305,1998,3,COL
268.022,1998,4,COL
386.451,1998,5,COL
313.51,1998,6,COL
326.859,1998,7,COL
227.264,1998,8,COL
238.716,1998,9,COL
235.345,1998,10,COL
247.246,1998,11,COL
196.411,1998,12,COL
185.008,1999,1,COL
229.254,1999,2,COL
161.955,1999,3,COL
292.61,1999,4,COL
264.873,1999,5,COL
307.834,1999,6,COL
240.604,1999,7,COL
241.729,1999,8,COL
399.005,1999,9,COL
306.334,1999,10,COL
219.094,1999,11,COL
187.591,1999,12,COL
120.363,2000,1,COL
210.222,2000,2,COL
230.74,2000,3,COL
172.1,2000,4,COL
365.82,2000,5,COL
272.907,2000,6,COL
297.086,2000,7,COL
255.695,2000,8,COL
304.809,2000,9,COL
176.835,2000,10,COL
179.384,2000,11,COL
138.12,2000,12,COL
106.163,2001,1,COL
76.7547,2001,2,COL
188.844,2001,3,COL
208.895,2001,4,COL
275.035,2001,5,COL
245.991,2001,6,COL
279.418,2001,7,COL
165.71,2001,8,COL
229.233,2001,9,COL
268.325,2001,10,COL
184.705,2001,11,COL
213.578,2001,12,COL
65.4767,2002,1,COL
76.123,2002,2,COL
233.814,2002,3,COL
289.947,2002,4,COL
384.246,2002,5,COL
423.317,2002,6,COL
324.055,2002,7,COL
214.976,2002,8,COL
229.595,2002,9,COL
240.182,2002,10,COL
218.469,2002,11,COL
166.91,2002,12,COL
66.7683,2003,1,COL
101.017,2003,2,COL
180.055,2003,3,COL
271.718,2003,4,COL
258.169,2003,5,COL
470.113,2003,6,COL
240.464,2003,7,COL
239.774,2003,8,COL
238.737,2003,9,COL
255.195,2003,10,COL
329.392,2003,11,COL
157.808,2003,12,COL
96.4524,2004,1,COL
143.02,2004,2,COL
146.479,2004,3,COL
293.301,2004,4,COL
373.935,2004,5,COL
206.215,2004,6,COL
333.434,2004,7,COL
243.497,2004,8,COL
258.164,2004,9,COL
285.464,2004,10,COL
253.362,2004,11,COL
169.939,2004,12,COL
121.053,2005,1,COL
157.753,2005,2,COL
169.644,2005,3,COL
214.415,2005,4,COL
370.486,2005,5,COL
282.262,2005,6,COL
229.923,2005,7,COL
277.662,2005,8,COL
212.997,2005,9,COL
319.245,2005,10,COL
254.187,2005,11,COL
211.627,2005,12,COL
193.018,2006,1,COL
103.827,2006,2,COL
291.473,2006,3,COL
272.4,2006,4,COL
389.525,2006,5,COL
323.13,2006,6,COL
323.366,2006,7,COL
187.169,2006,8,COL
155.828,2006,9,COL
288.922,2006,10,COL
233.976,2006,11,COL
168.823,2006,12,COL
108.583,2007,1,COL
42.708,2007,2,COL
217.984,2007,3,COL
314.82,2007,4,COL
359.421,2007,5,COL
245.2,2007,6,COL
297.979,2007,7,COL
295.75,2007,8,COL
203.137,2007,9,COL
341,2007,10,COL
218.985,2007,11,COL
210.031,2007,12,COL
136.033,2008,1,COL
154.959,2008,2,COL
202.288,2008,3,COL
243.549,2008,4,COL
553.343,2008,5,COL
318.803,2008,6,COL
